Machine_ID,Temp_C,Vibration_mm_s,Pressure_Bar,Acoustic_dB,Inspection_Duration_min,Downtime_Cost_USD,Technician_Availability_pct,Failure_Prob,Maintenance_Priority
M001,78.88720123051108,2.4642103140617033,5.380845168462981,75.60769349015168,55,837,53,0.53,2
M002,75.34852876391766,4.128345959391361,5.467016879986168,63.78651036795003,33,1461,91,0.53,2
M007,64.53522057375571,1.282603881010734,5.651716720757869,67.33289990115887,127,1179,90,0.39,3
M010,83.53724672257277,1.5762135638070398,4.6382100381799525,69.26415810119586,57,2638,65,0.49,2
M006,79.43613922682178,2.8198861402745092,5.251145612691193,66.19995760964285,51,3386,81,0.5,2
M010,75.2772168847657,3.9977765412420228,5.339229576505919,69.94102900669891,117,533,99,0.53,2
M002,66.77378584510899,1.2685312514057916,4.54205130310014,60.61912481241572,109,4898,64,0.41,1
M007,68.01049560536399,1.5057232883110456,4.69263927136738,88.20898675789353,100,1546,93,0.45,2
M009,84.06857695125736,1.7797709124810486,4.838245390208182,63.19130623902235,104,4200,53,0.5,1
M001,82.61803778086784,0.595547759743084,4.345183318154598,85.99034624394827,50,2410,99,0.44,2
M009,61.553145747560656,3.4775680321615456,5.280007573703964,75.51953147995783,132,1987,52,0.52,2
M007,86.64434645992907,3.320759303981306,4.061387946597352,97.68692048259055,54,2404,88,0.6,2
M003,74.49147478758925,2.6754949679609923,4.492538654170829,79.57408926961773,132,4000,65,0.52,2
M004,65.59851085563287,3.364154213470886,4.083245228004077,56.23384905925437,119,2443,75,0.47,2
M007,61.72284104243387,0.6944427385829846,4.91676130652599,60.69817530542428,100,4127,99,0.34,1
M007,66.63372070709369,2.653022593725885,4.506698818392255,81.8501963795241,50,4611,51,0.52,1
M008,86.52332608741504,2.148175827662778,5.605862149235344,62.43527102047663,92,2701,75,0.5,2
M003,69.13451911478657,1.1545151637477777,4.494689414605297,63.6685099604275,67,1021,96,0.38,3
M003,90.09725798448429,3.999034404659426,4.577941691416937,60.96979417355416,88,2163,83,0.57,2
M003,90.82787254122091,1.5965735836310564,5.123656490569808,76.83897764342707,92,1751,93,0.5,2
M003,87.69678839602133,2.6779168070098724,5.380732882492218,62.385698329012044,97,3384,53,0.54,2
M010,71.06242683526789,2.5385069824957593,5.588618300783782,64.4901761093443,48,2208,79,0.46,2
M004,89.7988609991384,2.1259403504087153,4.7192584876169885,76.99573502851888,110,1885,55,0.55,2
M005,92.08546369766887,3.2393058408322966,5.723505333387403,67.63807783383542,146,975,55,0.59,2
M010,87.73640332151646,3.421414180674479,6.239925767453968,70.32654602894272,73,2264,83,0.56,2
M010,70.05296631082217,1.8857633814513028,6.166878266852782,76.4800318515404,109,1142,79,0.46,2
M006,79.64134660223304,3.8466658228367874,5.0323472195481855,66.71854155173426,44,2679,70,0.56,2
M008,62.22779534076917,0.8353902649662335,5.613575837061396,71.26131515846016,51,4830,81,0.38,1
M004,87.65197251623698,2.4749912936909584,5.184516165725128,61.01857122161462,78,4986,84,0.5,1
M001,98.47047483372731,3.1511614606523133,4.792155899855219,66.43913375679891,52,2349,67,0.59,2
M006,73.28750824562914,2.7550533488895765,4.920217359003974,69.46108005986865,101,4777,77,0.49,1
M004,61.7899350413483,3.4160832241966546,4.897267490185637,71.36749609937632,105,3309,80,0.48,2
M010,81.30815849144619,1.498641500769449,5.517942330776791,63.83346878026528,149,2722,65,0.47,2
M008,68.80763535020559,2.202202600455711,4.475436754370521,83.91153985421764,102,2842,64,0.5,2
M004,69.29854120716965,0.5372924199915634,6.029300873200155,67.86173181578133,144,2540,53,0.41,2
M004,85.47912969130579,2.325603681655202,5.981398121685307,83.97223351733872,140,1379,62,0.56,2
M001,78.67232299422213,2.2152330224628036,6.199249303346615,68.54540948892644,58,2530,91,0.47,2
M010,59.61964292234559,3.541852143748029,4.81965626526127,59.052341357718916,44,4607,88,0.45,1
M009,67.276302156857,1.8753633573258863,5.52573165950406,77.60144848149747,147,955,77,0.46,2
M002,58.76042791238959,2.039982838973705,4.2585040660850675,71.11040150970906,107,3077,67,0.43,2
M010,76.14710618163969,2.126218394808971,5.307587219094336,60.40185994354956,71,2245,64,0.47,2
M008,85.73052159003127,2.625699822176984,5.366726441570543,81.59613588425282,107,1940,87,0.54,2
M003,74.03114170384926,1.047204104111654,4.90866898006815,62.0114769893742,67,913,50,0.44,2
M002,66.37647626936555,2.7264590311134467,5.312649096116496,62.25475390602576,122,4242,80,0.45,1
M008,73.84827072230058,2.9782022619017576,5.060059441537561,71.28218728593295,140,4943,93,0.49,1
M005,90.30732392537995,3.3111432591099113,5.087187692837508,81.60659888800973,65,2067,78,0.59,2
M008,93.46806040086969,2.3168086542828776,4.899602501565687,88.20515100219582,137,4530,99,0.55,1
M009,82.86312709880447,1.9324950661128764,4.670778416993852,67.50072063119109,107,2573,77,0.48,2
M002,79.89940582800074,2.230997224116891,5.1623442908175425,86.07046683126963,137,4731,65,0.54,1
M009,86.581108480243,2.3203935022138245,4.670574375101351,60.991615732969635,45,3960,56,0.52,2
M003,97.18739677200841,2.420938016341724,5.595934253154333,76.66927661357369,125,2594,60,0.58,2
M004,79.12218402243934,2.613624457494327,4.539025236467469,86.37652508399121,74,3967,61,0.55,2
M005,60.468348537457224,2.6864879539669504,5.335174351451,84.39668980113873,35,2561,73,0.48,2
M002,74.02276946929081,1.0423923210044925,5.0355527846469625,77.0494724959313,67,3539,54,0.46,2
M005,71.64020490427055,1.099080671890871,5.649365054320102,71.12422454948215,133,4263,85,0.42,1
M008,77.49198542735657,1.4214629274880033,4.795157905390986,61.02159370628097,73,714,51,0.46,2
M001,79.6999826076317,1.6300198075250916,4.97607424333544,74.7636615646934,66,1784,93,0.46,2
M004,85.58504300451177,0.07279674232173505,5.176711261902779,76.44662594874602,61,1291,95,0.42,2
M003,59.391090972459345,3.341504679815997,5.295884411778939,70.3437176103026,126,4627,80,0.47,1
M006,81.7440124149432,2.9346323654706343,5.592207730662037,61.77248724136959,38,3298,72,0.51,2
M005,76.55427330742937,2.73374717642291,5.597080091262229,70.84639778543213,55,1055,99,0.48,2
M001,87.91946696566866,4.271388974389016,5.031329683127273,72.42992028435401,92,2818,50,0.63,2
M010,79.61512405015809,3.1766479392992815,5.598896261071189,78.56366286542374,126,3288,73,0.55,2
M001,81.62481060164515,2.5612276084701735,5.653639298549878,58.75973815269391,133,4082,54,0.51,1
M002,84.31009464327855,2.532401441369674,4.739747546014706,56.63790499518436,66,570,76,0.49,2
M003,88.38115216447682,3.5641141833347136,5.737580673703344,78.35829237828226,132,4087,75,0.59,1
M005,72.33762467838542,0.6195569448751621,4.550616387736301,50.74541781663106,112,3844,74,0.37,3
M001,82.58106198517471,1.3324996406529734,4.961209604198744,88.78846709331455,62,2966,86,0.49,2
M003,60.04121801944582,2.0558446423672283,5.01546270889125,81.46682300117364,51,2046,89,0.44,2
M001,85.12067864703857,2.3579923869704733,5.315487244915549,81.11664754892062,114,3030,89,0.52,2
M001,76.13134237679972,2.080838058166028,5.404859132543923,79.96701374239521,118,4716,93,0.48,1
M001,62.27175387938493,1.2432386551043604,4.591358124983461,53.59365559714881,125,2095,95,0.35,3
M008,73.93348708563605,0.5686231392069616,4.962014460270843,65.45029687039622,78,2355,86,0.39,3
M004,74.81650979095893,2.9338808509002323,5.761148781672241,76.20936989814439,112,1954,95,0.5,2
M005,76.33093735136784,1.679108860494329,4.562246077176419,52.01121340726104,103,4491,64,0.44,1
M001,82.34260917176725,1.8509462795716274,5.376162446513718,55.293390430628826,31,2550,89,0.44,2
M002,75.83080514282051,0.47753841527910534,5.424601154631109,57.262617195125905,69,1139,83,0.38,3
M002,84.37258089563939,2.1751676263306807,4.961805181866583,85.63201459592985,64,3780,90,0.52,2
M002,75.0278237092158,1.602953569354745,5.446124857876812,83.6849770130496,90,3017,95,0.46,2
M009,74.90913425273745,1.6661999983644054,4.775983070283145,59.65185068482741,147,1594,77,0.43,2
M005,64.30749406047842,3.1776396884833478,4.517290245142224,69.68228827203245,130,2837,68,0.49,2
M007,91.56988469704775,3.2372913165470525,3.624493321707183,85.11080195135129,115,4425,80,0.59,1
M003,62.16822572070192,3.584726142174945,4.971208991725639,60.39479282410988,122,2863,51,0.5,2
M006,67.82712050043922,1.5982184132991795,5.6191814162550555,72.57138465808096,58,3662,80,0.43,2
M009,89.35247026472535,2.7149401699389326,5.456546015264889,77.61497980985087,101,1920,90,0.54,2
M002,84.48939989837594,1.6990192066822916,5.306529587883163,87.40264433712919,71,2929,86,0.51,2
M004,69.54554001060256,1.4088709627971834,4.891190909914259,78.96077589495289,97,1447,61,0.46,2
M006,73.00060151409632,2.3958758457754774,4.993709308591201,61.88934848085476,120,4710,62,0.48,1
M006,61.91951478441581,1.4080245253338455,4.5146196682987245,60.93183953401571,87,4570,81,0.38,1
M008,77.3212851185867,3.5967064303401273,4.085222476783769,63.73634689652972,135,2386,93,0.51,2
M010,67.96728477436527,2.2608336199309624,5.471001458468282,65.69961994572363,60,4128,91,0.43,1
M005,62.79329950318087,3.5873568257159647,4.753856004735374,65.45000580162427,67,2377,80,0.48,2
M008,76.66265645900734,2.1420939353709656,5.280358641146378,68.53862304467225,74,3695,93,0.46,2
M009,93.82361858513478,3.0174217991894654,4.492681812511643,79.7876088150734,83,3242,68,0.59,2
M003,73.84377885042545,2.7189925233339927,5.820364470502767,71.6286008386499,121,1991,54,0.52,2
M001,76.89711728725526,1.2385810082485993,4.838556797710697,77.73901795799104,131,611,58,0.48,2
M004,86.61923602147081,1.1421775379624457,4.558770475883875,62.87928203389716,129,1762,57,0.47,2
M009,60.46573502725594,4.265709266450403,3.8509442064351274,78.7474408303147,138,1166,90,0.52,2
M003,69.42718875895919,1.21023441823494,5.5337084765162,75.22817537993544,145,3836,72,0.44,2
M005,76.73916083833763,3.868129807708867,4.109771423996744,73.46113786801254,107,1938,62,0.57,2
M001,69.76455618713143,0.5086779526197893,4.7120790641505295,83.66974646202414,79,2156,60,0.44,2
M002,84.01610914568407,3.0073410218928744,5.297249903374778,76.17836782701917,149,952,93,0.53,2
M003,60.60435946623816,2.4658850974856557,5.506219218414747,69.4776091323666,57,1831,68,0.45,2
M003,54.26579111063617,1.5653212895167452,4.622147506646754,67.83016738583973,107,3303,97,0.36,3
M002,71.23823397218311,2.449290780134516,5.228234875714354,83.24828421990092,143,3064,76,0.5,2
M007,69.17363125700548,2.7265086496720112,5.337364273031753,49.08143577729528,120,4274,59,0.46,1
M004,66.5738007860977,3.5318679825348305,5.5126932822719805,69.6557350684927,35,1580,99,0.48,2
M006,80.28303034666918,1.4065634179035882,5.423368788765669,58.47577420639009,129,3406,55,0.46,2
M001,75.58401472102668,1.911763540412317,4.2942169224080216,90.15726226231195,82,3880,86,0.5,2
M007,94.65327508453711,1.8721167855582106,4.7406597089321405,73.42963532444485,32,776,95,0.51,2
M006,62.06464256406336,1.4045665427054133,4.764848428698019,73.02076848771601,137,1575,63,0.43,2
M003,82.73107206695238,0.8476329842961907,4.726185060742607,68.25331059889062,94,3930,95,0.42,2
M006,81.18663937480649,3.545134548384269,4.543852518408624,72.29763887185706,141,2688,77,0.55,2
M010,68.98416318585724,4.107640921116218,5.2175421989831365,64.32110704444338,147,4270,81,0.52,1
M009,89.97368970934124,3.2879014017276593,4.911094007768305,51.50958804132538,103,1685,91,0.51,2
M008,78.7121286805683,3.060237039488457,5.030663584759724,63.62298705607368,146,1169,70,0.52,2
M003,83.06564176680999,1.9796178797976047,4.808477918137772,76.04392570366828,114,4453,64,0.52,1
M008,85.77953895105757,3.0460735131371113,4.187609320301369,84.7799396726546,66,4494,58,0.59,1
M005,73.85712044398115,1.5342149798610554,5.102507386435464,57.221516829368674,43,3877,64,0.43,2
M010,77.13645881512471,0.8258143011860966,4.930988362275117,41.132771959365236,73,2915,51,0.4,3
M006,53.00389281499446,3.028517884394926,4.7291571988521595,60.167369230800574,67,1717,77,0.42,2
M004,83.39184867716313,3.257662872939976,4.701119833611786,57.5033355205027,80,1330,63,0.53,2
M005,65.97913734148258,2.098012442324365,5.071896875476338,72.07472903639326,124,946,65,0.46,2
M006,85.56655283772793,1.7675315429883458,5.364117914544224,71.59542326997217,49,4927,81,0.49,1
M008,59.18742429080519,2.706646438098339,4.72089573358409,64.23757797121057,81,2043,74,0.44,2
M009,83.37507872483239,1.2544794104986643,5.0848158530928105,62.567710605495826,81,606,76,0.45,2
M001,79.28812314620697,3.1647140863088894,4.632713306713713,73.3806691213965,64,1724,52,0.56,2
M009,76.12787862629094,3.7826486412965963,4.931168084819858,91.14175217941875,107,606,51,0.61,2
M004,74.50623096443815,1.8309953771201826,4.805067188103266,69.54725192532317,47,4027,54,0.48,1
M008,84.42312210267868,2.112100791315942,5.070146705340148,64.25126308153965,146,4243,57,0.51,1
M004,73.63552536645828,3.054940199567337,4.80363131860577,81.40123581772528,125,2748,64,0.54,2
M001,70.93797761378167,3.3510692140206135,5.027175739273508,44.29013857244834,102,3337,95,0.44,2
M007,62.69224454233919,1.6798782799037904,5.547529433240693,80.01562279763388,62,1183,55,0.46,2
M001,63.893478037503144,3.9504807848958854,4.820195147891108,73.46637727780794,56,3571,64,0.53,2
M006,71.2170711646297,1.7906212924421392,4.853130956720962,70.05253113309509,53,4870,94,0.43,1
M008,67.02040522258555,2.195195910482261,4.642076729336067,71.89516196477254,55,779,89,0.44,2
M007,77.29627930163653,3.575393445646077,4.508103041154589,66.49273517491642,122,3595,87,0.52,2
M010,72.12893307469751,2.0821616758786465,4.501863951864901,72.30582307528891,109,2663,70,0.47,2
M008,66.3377305199275,2.574755323365632,5.427772192292732,75.6317869788445,132,1809,79,0.47,2
M005,75.60608835674932,1.4413894094708009,5.5811542598341,58.38887609866778,76,3072,64,0.44,2
M010,74.24182604181787,3.4619566195553784,4.8754120810280215,66.3790394969518,39,563,71,0.52,2
M009,62.31964450498847,2.3587774643457493,4.833352556819221,80.29225829245892,133,3907,52,0.49,2
M002,63.42680013015516,0.881194691142321,5.1688434990390695,55.63710301716928,142,862,81,0.36,3
M005,90.65171932528877,2.1715170285894665,4.761085811312966,74.26775923808006,96,1997,78,0.53,2
M004,70.18926442615516,2.8681616950534576,4.658580269074216,80.14756624003203,75,1431,71,0.51,2
M010,72.28087998926564,2.7262288205840868,5.656386558995029,67.1591334705075,30,1000,60,0.5,2
M005,72.88663914449008,3.993938199798345,5.002249774384262,52.863570309313076,96,3720,95,0.49,2
M004,70.2299762008704,3.3233094521041835,5.437761803589306,74.202672104796,96,1383,59,0.53,2
M004,60.81291462452526,2.688846357130914,5.479678679752249,89.21826389074187,91,514,89,0.48,2
M006,70.32565656175029,2.469614510490014,4.953911250008797,51.960321005854965,129,4866,97,0.42,1
M006,82.83718781814565,2.6259839544489108,5.395573355756265,73.40538057372423,96,2031,73,0.53,2
M008,79.75366034347212,2.6989965137919327,5.845200254065209,78.57685468350844,53,4506,72,0.53,1
M010,87.52212909759818,2.125035922052207,4.695827353023689,76.64638829579674,63,3392,56,0.54,2
M009,65.7173054858355,3.294140060076179,4.771947132429714,62.609073843215285,141,1851,83,0.47,2
M001,91.40503392887938,2.5004212592371187,4.871929702982286,59.9960743051452,122,3864,82,0.51,2
M002,59.48469453249823,2.177435215898023,4.288214678909436,91.17193772826609,124,3791,98,0.45,2
M010,63.10054946634301,2.614346891303689,4.188533498659381,60.008803608395695,31,2243,77,0.44,2
M003,66.4065971630069,2.1896336218079298,5.5311668312100295,71.35229211176681,132,3213,60,0.47,2
M004,75.81062870693657,3.8481478486069713,5.015402348745218,88.01813945040762,131,3341,69,0.59,2
M005,85.93068586613211,2.7325949082278163,5.803273693144168,61.3216526607058,96,1845,91,0.5,2
M001,70.1822673701516,1.2124809739407014,5.933518554405614,95.57730919268994,109,1044,83,0.47,2
M002,69.13942898129375,2.4392685896145068,5.145272129739873,78.78723413375775,104,1760,73,0.49,2
M008,75.4559216447005,2.1451926498157796,4.879886066863776,50.52760975328903,121,3924,76,0.44,2
M007,85.2770440660569,2.4879879267005367,5.248290835274963,79.01525506103359,80,4331,87,0.53,1
M004,68.5231197431657,2.4650202498858773,5.040125494855887,53.472608568413854,37,2293,83,0.43,2
M010,59.621526740711296,1.1014803519348157,4.664428196618439,68.85353486488852,137,3530,87,0.37,3
M001,66.87595001010236,2.2587972501998546,5.287530383775221,68.94947123574183,137,3691,80,0.45,2
M002,75.29046772381744,2.7642978219754335,5.234287534976981,85.3249977546597,65,2061,90,0.52,2
M005,72.7987631971003,1.554747341922523,5.0949954303520855,73.8419549210306,34,4635,80,0.45,1
M002,78.06937707359552,1.5177599207768135,4.9885906196348255,81.76230563906836,141,3755,72,0.49,2
M006,72.3782629713616,3.244898449393693,5.059367044104247,74.92006910315435,42,940,68,0.53,2
M005,73.92674004403423,2.2910715131204227,5.3252299803688485,50.017593849554615,65,1092,58,0.46,2
M008,74.73205653364336,4.219846211102585,5.308620227178191,76.71829637733629,77,4763,62,0.58,1
M001,91.7152023540541,0.7812491071378354,5.554228328221412,58.61919039043488,124,2780,67,0.46,2
M003,48.901582070170996,3.3560592234970397,4.496513364099043,83.63967873660863,53,1742,90,0.46,2
M009,65.09973763693739,2.854617568017944,5.590679611626786,68.16028398958404,91,4710,78,0.47,1
M010,77.85918660475983,3.3018309825449195,4.551513847950441,62.288586434427806,34,2955,81,0.51,2
M010,88.48829420439151,2.9912029385010013,5.873195818907927,71.23220240992107,121,2259,74,0.55,2
M003,73.49580145538167,2.025302230362941,5.6873994572815825,63.19830598299774,122,2974,93,0.43,2
M001,79.47359302190611,1.5267682246719498,4.269865992708215,75.04633620926052,146,4789,79,0.47,1
M002,69.72878614584883,1.297583798065291,4.725702281665377,79.31138800235234,41,598,76,0.44,2
M001,68.65656894164321,1.5724878064745957,4.835079711695826,69.58852835268878,113,3396,86,0.42,2
M003,66.70962541646793,2.9296249406336745,4.6502576104195965,72.8004226105996,42,2357,61,0.5,2
M009,65.65648391421489,3.2477021151316467,4.392791163111218,80.13659829859492,125,766,95,0.49,2
M003,86.42385143974126,1.5310706517514177,4.963347421455222,74.99048835482974,79,4328,80,0.49,1
M003,76.8183903720506,3.033746103741573,5.421353009349225,72.49661178509241,131,4015,56,0.54,1
M010,87.64578377338464,0.9824628679846057,5.080519753906427,64.714625743823,135,3587,52,0.48,2
M006,70.69900796238055,1.9891871742303886,5.274566027982809,84.56912612954301,37,1736,80,0.48,2
M008,82.44584027199679,3.5918913141541093,4.890078148110408,73.6903172976413,74,3308,63,0.58,2
M005,58.2570227946137,1.8392579639646915,4.66851060995539,58.18161430591009,114,2059,79,0.39,3
M008,68.24538555144221,0.533560730863951,4.470247282077307,82.55808310485574,53,4991,71,0.42,1
M001,73.14834771025126,1.493730645674515,5.70714755300221,62.067056681486214,101,3173,55,0.45,2
M004,86.30703308614501,2.945538846529005,4.443684719380931,77.25073139981203,111,2273,66,0.57,2
M003,89.7812682617326,2.7786191920659182,4.748317953374746,56.78972916581405,96,2788,87,0.51,2
M009,69.83551058278184,2.874278180481145,5.064568476572586,76.66126468097232,109,3828,84,0.49,2
M007,81.48137269907534,1.3933805893187245,5.543551181007872,57.000936837887195,55,3833,66,0.45,2
M010,69.29328651386675,1.4643776525246714,5.418072827852884,65.90251293464456,72,3478,60,0.44,2
M007,71.44688113882066,1.5034072636770484,5.35800867168213,60.65079150593763,131,3316,86,0.41,2
M008,54.84400563336902,1.8634742768243977,5.615280214434603,77.2388136547928,101,1879,82,0.41,2
M001,80.02422129190413,2.6130961378202375,5.269736686846686,67.20401713255185,69,2147,65,0.51,2
M009,54.12110965399391,1.274232183242398,4.6689601058330155,86.13802715036152,79,4038,51,0.43,1
M008,58.81789205286839,3.8693876725962943,5.584697036848129,56.471765748960046,86,3592,58,0.49,2
M009,75.6847136852867,1.033792169103835,5.839287976587044,73.99706539441223,56,1703,95,0.42,2
M003,63.53508792400432,3.007081258759549,4.782418168685901,83.10760527363354,139,4110,94,0.48,1
M010,67.30231122119123,4.136825690112449,5.2092883413300415,41.04781688145315,138,1885,88,0.46,2
M002,72.78173218743709,3.768909642515826,5.055663249253155,72.68289857534278,114,3954,59,0.56,2
M006,78.1405296759986,0.45306531327720023,4.774623945417425,66.77051171660852,41,4557,53,0.43,1
M004,68.44363620353147,2.0614142893153233,4.600522613941168,77.60976774091827,95,1524,66,0.48,2
M004,65.35705360243632,2.0293386382721974,4.666357632271859,74.13827323143319,141,1096,57,0.47,2
M005,63.28656990269028,3.161422784083347,5.271149384652871,69.81976747270618,55,1021,75,0.48,2
M004,90.42255946048499,0.8770724191699024,5.391743160796051,73.19044872319776,130,4571,65,0.49,1
M007,88.90427474406383,3.3702489939113103,4.813754060064927,66.27626941594119,97,1707,81,0.55,2
M006,76.84652775904601,1.4834391209876505,4.8939002675649705,60.82633670847806,41,4392,76,0.44,1
M001,60.43162130606677,2.019042529583886,4.605806943065497,53.33310865225451,71,2438,69,0.4,3
M008,72.61721539300417,4.437454896938424,5.1905838537453,58.11499167925465,85,2857,76,0.54,2
M010,80.92351921108174,1.690711712755709,4.976148765257692,69.0385159178121,93,3608,85,0.46,2
M008,90.21330161332166,3.156357450629291,4.926240217690972,83.9744796043694,136,1533,70,0.59,2
M001,77.36325902727775,3.267476072520033,4.999738738165986,79.77294243091478,126,4502,61,0.56,1
M005,70.26428766228692,3.0218087400187317,4.614226597634943,60.951852161882876,141,1638,84,0.47,2
M009,72.82047946731353,3.463296604859499,5.085299397231428,73.40257323824268,94,4991,98,0.51,1
M007,58.9264034299742,1.800681792172338,5.109822580141523,72.08149971646739,89,1543,95,0.4,3
M008,64.14543923103784,2.81403162435367,5.1992486751527816,72.84491935409496,148,4470,65,0.49,1
M007,83.5925722499984,1.5678872535437312,5.439073967669265,71.89175738565376,99,4717,61,0.5,1
M009,66.12241994788765,3.394049597324794,4.90975417050513,64.48910427840777,76,3687,87,0.48,2
M010,74.75895121847499,0.9755846618790229,5.055184428358458,78.10497499150267,87,3819,89,0.43,2
M003,76.2332907439054,3.840282570333991,5.090928958484207,54.103392280335896,126,2956,77,0.51,2
M006,68.78372825964097,3.557868527674738,4.988808597304064,44.89885077677232,141,4229,83,0.46,1
M008,71.99906038762616,2.984159118932953,5.161207991355564,60.550128492483694,74,4167,50,0.51,1
M009,78.35657989648898,3.6698009525885507,5.005041483440605,66.3551421966364,60,3775,89,0.53,2
M005,91.20429645104073,1.8269531548729878,5.135897842566169,63.54004014872946,43,2897,96,0.48,2
M001,83.4832950037633,3.512136460908531,4.941392713131434,80.69203929040924,78,2802,68,0.58,2
M006,87.82098920958555,3.8321891107607855,5.11610725297745,76.56740543830675,84,789,74,0.6,2
M001,91.10171529378607,2.7193096355801742,5.462817843394173,76.04975845529675,98,3971,57,0.58,2
M005,64.18297160419598,3.8720614239496856,5.5511877103353005,74.09738632769091,102,1141,65,0.53,2
M007,67.8131807455672,3.8511359132612295,4.749135547535561,69.39505959756481,93,3825,99,0.5,2
M009,77.35762132401405,2.7134530192798105,5.19720426636209,97.62525240789586,116,2122,70,0.57,2
M002,85.71124573784651,2.5299654400972513,5.33617960444175,59.22127186371875,65,2414,97,0.48,2
M004,71.70085264866526,2.4517939185129376,5.629441686644765,68.23177724226495,43,1938,89,0.46,2
M001,73.21390025452655,3.6219057109821344,4.734173087666253,71.6650704043478,128,3272,87,0.52,2
M004,72.09193919855963,3.554593516227059,5.026708740454772,51.906730071386576,59,2549,88,0.47,2
M006,85.5119401098604,2.8456134163853686,5.144114565172647,56.90447184542063,31,3353,68,0.52,2
M006,83.59310097693445,2.5124770493354673,5.950817885415985,68.55653057252157,78,1860,67,0.52,2
M004,72.94787025500804,3.1324424663678476,4.159811804039838,83.42460595290925,124,2372,83,0.53,2
M007,85.75124275217289,2.35839018984419,5.534260441693473,68.54443301463617,37,2256,64,0.52,2
M008,64.47034921599693,1.8345460669691036,4.9480966594328315,87.42797233809675,112,4848,57,0.48,1
M008,50.187050134347984,1.0561104225360867,4.242144830799378,86.72046882004341,106,4265,71,0.4,1
M010,57.997951254519336,1.235855864972338,5.416399501772691,59.4840860671881,63,3757,88,0.35,3
M010,71.40977436144215,3.1795122540794107,4.346197759659824,71.91036242062758,35,845,76,0.51,2
M010,89.02072147217844,2.438047253901903,5.93463464160812,50.26234952384233,49,828,74,0.49,2
M005,70.92176913931456,2.6989026621503274,4.343255434154687,72.01400093268172,39,1324,76,0.49,2
M007,61.703566977606926,2.3094716323363222,5.026387758148911,78.81498948144919,32,2712,81,0.45,2
M010,68.83779446593392,1.1357522447820896,4.674068932983021,65.52186797613393,117,2696,74,0.41,2
M007,78.89886819472395,0.7305414046834056,4.416375720252758,69.79094592223422,49,3701,69,0.44,2
M009,66.43693430556851,3.1329676506008086,5.397927814827023,77.2442070473258,105,3877,90,0.49,2
M004,90.17520109063872,3.3408387593666564,4.82590871451869,89.58498401878995,136,2603,79,0.6,2
M005,83.5009398931681,2.0889422081329565,4.6449959441649895,72.7227268608564,57,2393,65,0.51,2
M009,82.30113356509735,-0.037388596069884095,5.549164600347024,81.27236556476076,119,670,66,0.44,2
M001,82.89900080037874,3.2260034325676683,5.082303922654078,59.97416410255951,33,1737,67,0.53,2
M006,75.41689037131941,2.0849984176648806,4.806772384622037,77.90014668285045,86,2628,71,0.49,2
M006,77.19917150605934,1.1416699157902372,5.605951801552893,74.94601776164984,67,4473,61,0.47,1
M010,87.38549954911933,4.226626506496595,4.604307756958974,65.85175291727471,78,1518,94,0.57,2
M003,68.79395736060484,3.356450680015159,4.649082918505779,45.94287257123688,74,4315,82,0.45,1
M001,79.08345164394778,2.7827886964836765,4.353673737920375,70.26560104863403,50,1863,73,0.52,2
M001,76.48750896235215,2.8550315981708376,4.00978288521699,75.13303910561889,129,3991,91,0.5,2
M001,74.85962890656889,2.3661110734342845,5.107403761438508,76.05168649720491,135,1041,93,0.48,2
M005,76.32566067964785,2.9540138017167674,4.940282063028141,78.02780835914821,36,1685,67,0.54,2
M006,81.87863327187017,3.3736596768942935,5.109828628579027,75.1701689757555,137,1371,82,0.55,2
M010,73.49658077419096,3.8074841895433447,4.430757455031158,67.92657723743211,44,2079,91,0.52,2
M004,73.47528644894903,2.863119341671357,5.495399044176104,93.81143900881698,53,3038,90,0.53,2
M010,73.8334279016773,4.456418253188451,4.823777567111991,71.92807838396989,148,2969,64,0.58,2
M006,67.71843223932213,2.697026832877301,5.15986695723694,80.24073441766097,131,1732,93,0.48,2
M001,93.60684445870538,1.4661855298192499,5.034769554446554,72.6597016781707,66,1089,52,0.53,2
M007,75.8635531550037,2.459060671381162,5.0144204358016555,74.7528880931858,84,4600,86,0.49,1
M010,94.43876893108603,2.1119020929003995,5.930493520091805,75.60500238666215,65,964,81,0.54,2
M007,87.09266110968738,2.1967690759571323,4.331857955707514,67.17910717324753,37,1643,99,0.48,2
M003,63.18606016701199,1.7512164113559838,6.374322467241944,71.96556777699583,63,1753,54,0.45,2
M004,71.10403393141208,1.4209244999320236,5.44025383193927,69.15477690982877,107,2423,86,0.42,2
M002,87.98659734164336,1.7714549776799933,5.015983279635064,69.23554872771501,81,3969,78,0.5,2
M003,71.96907055605308,2.0641810228337687,5.121986069137841,37.037469880174704,89,716,61,0.41,2
M008,91.29009603349269,2.6675176125300424,4.810094280757457,78.7555791943648,115,1057,50,0.59,2
M007,79.30840244333749,1.9969194608953447,5.7172701043585015,75.1337256863802,125,4193,57,0.51,1
M007,74.19740953792454,4.051155044595704,4.686053331108355,88.184839875358,134,2058,78,0.58,2
M001,68.08682628983223,2.258656225593495,5.359962253386554,82.84056246540939,31,3690,84,0.48,2
M009,76.40938885591437,3.2336451466812957,4.308848695431619,76.70743825432888,36,3086,96,0.52,2
M007,68.33761275741773,3.448706917493066,5.228119398683657,62.98772931403251,131,1938,55,0.51,2
